ID,site,area,section,block,house,room,cisi,m77id,excavation,idno,reference,period,phase,boss,shape,depth,crossx,type,color,horizontal,vertical,thickness,horizontalmm,verticalmm,thicknessminmm,thicknessmaxmm,material,museum,textcondition,artefactpreservation,cult,symbol,notes,inscribedsides,stylegroup,class,lines,direction,signs,complete,alignment,signheight,images,text,keywords,symbol,symbolsubtype,animalfacing,cultobject,complete,images
300,Harappa,F,,,M12/11,,<  ,4344,59,344,,,Stratum II,,,-4.67,,TAB:B,,0.62,0.62,,15.748,15.748,0,0,,,Poor,complete,None,None,,2,,PP,1,R/L,    ,4,Y,,,+740-048-741-851+,UC,1,R/L,      ,6,Y,,,+700-033-711-335-575-413+,,
301,Harappa,F,,,J9/19,,,4566,6026,566,,,Stratum IV,,rectangular,-14.58,,TAB:I,White,0.39,0.3,,9.906,7.62,0,0,Steatite,,Poor,fragment,None,None,,2,,VN,1,R/L,  ,2,?,,,+700-031[,UC,1,L/R,   ,3,N,,,+400-740-000[,,
302,Harappa,F,,,,,,4363,647,363,,,,,,-16.0,,TAB:B,White,0.5,0.45,,12.7,11.43,0,0,Faience,,Poor,fragment,None,None,,2,,SC,1,R/L,  ,2,?,,,]220-700[,UC,1,R/L,  ,2,?,,,]740-840[,,
303,Harappa,AB,,,Q24/5,,,4073,7006,073,,,Stratum III,,square,-7.5,,SEAL:S,White,1.05,1.05,,26.67,26.67,0,0,Steatite,,Poor,complete,HBF,Bull1:W,,1,,SP,1,R/L,      ,6,Y,Stacked linear,Unequal,+151-760-220-003-002-861+,Bull1:W,Bull1,Bull1:W:n,R,HBF,Y,,
304,Harappa,AB,,,P24/25,,,4482,7155,482,,,Stratum III,,rectangular,-8.5,,TAB:I,White,0.6,0.3,,15.24,7.62,0,0,Steatite,,Good,chipped,None,None,,2,,ZN,1,R/L,  ,2,?,,,+255-033[,UC,1,R/L,   ,3,?,,,+416-590-033[,,
305,Harappa,AB,,,P24/25,,,4648,7156,648,,,Stratum III,,square,-8.5,,TAB:B,Green,0.45,0.4,,11.43,10.16,0,0,Faience,,Poor,complete,None,None,,2,,UC,1,, ,1,Y,Indefinable,Indefinable,+413+,UC,1,, ,1,Y,Indefinable,Indefinable,+692+,,
306,Harappa,AB,,,Q23/10,,,4292,7409,292,,,Stratum II,,rectangular,-6.0,,SEAL:R,White,1.2,0.5,,30.48,12.7,0,0,Steatite,Baroda Museum,Poor,complete,None,None,,1,,SS,1,R/L,   ,3,Y,Linear,Equal,+740-100-176+,,
307,Harappa,,,,,,,4685,8053,685,,,,,rectangular,-2.83,,TAB:B,Yellow,0.5,0.35,,12.7,8.89,0,0,Faience,,Poor,fragment,None,None,,2,,NU,1,, ,1,?,Indefinable,Indefinable,]034+,UC,1,R/L,   ,3,N,,,]000-760-382+,,
308,Harappa,F,,,I12/9,,<  ,4428,8080,428,,,Stratum IV,,,-10.25,,TAB:I,White,0.6,0.28,,15.24,7.112,0,0,Steatite,,Poor,complete,None,None,,2,,VN,1,R/L,  ,2,Y,,,+700-033+,??,1,R/L,  ,2,N,,,+000-220+,,
309,Harappa,F,,,,,<  ,4439,8650b,439,,,Stratum IV,,,-7.0,,TAB:I,White,0.7,0.35,,17.78,8.89,0,0,Steatite,,Fair,complete,None,Pipal,,1,,SS,1,L/R,   ,3,Y,,,+740-785-004+,Pipal,Pipal,Pipal,,None,YES,,
310,Harappa,F,,,,,,4486,8650b,486,,,Stratum IV,,rectangular,-7.0,,TAB:I,White,0.6,0.35,,15.24,8.89,0,0,Steatite,,Poor,complete,None,None,,2,,ZN,1,R/L,  ,2,Y,,,+033-255+,SC,1,R/L,   ,3,Y,,,+416-590-033+,,
311,Harappa,F,,,,,,4452,8650c,452,,,Stratum IV,,rectangular,-7.0,,TAB:I,Red,.75,0.28,,19.05,7.112,0,0,Steatite,,Fair,complete,None,None,8650c = H-912 is given in CISI and so is 8650c = H-302 There is a great deal of confusion but the photos indicate four artifacts with the same number 8650c.  Vats pictures 2 and the CISI pictures two different ones.  All given here as 8650c,2,,SC,1,R/L,   ,3,Y,,,+700-220-004+,PP,1,R/L,     ,5,Y,,,+400-740-767-220-416+,,
312,Harappa,,,,,,,4852,8862,763,,,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,Vats CIII:052,1,,NU,1,, ,1,Y,Indefinable,Indefinable,+039+,,
313,Harappa,F,,,J9/3,,,4360,9015,360,,,Stratum VI,,rectangular,-13.0,,TAB:B,White,0.75,0.33,,19.05,8.382,0,0,Faience,,Good,complete,None,None,,2,,VN,1,R/L,  ,2,Y,,,+700-032+,PP,1,R/L,   ,3,Y,,,+525-550-220+,,
314,Harappa,F,,,,,,4150,A1132,150,,,,,square,-4.0,,SEAL:S,White,0.8,0.8,,20.32,20.32,0,0,Steatite,,Poor,fragment,,Bull,fragment: left part is missing,1,,UC,1,R/L,  ,2,?,Linear,Unequal,+740-441[,Bull,Bull,Bull,R,,N,,
315,Harappa,F,,,Trench Ab,,,4643,Ab62,643,,,Stratum I,,,-2.0,,ROD,,1.9,0.25,,48.26,6.35,0,0,Ivory,,Fair,complete,None,None,,1,,SS,1,R/L,   ,3,Y,,,+405-005-002+,,
316,Harappa,F,,,,,<  ,4670,Af,670,,,,,,,,TAB:B,Green,0.7,0.4,,17.78,10.16,0,0,Faience,,Good,complete,None,None,,2,,NV,1,R/L,  ,2,Y,,,+033-700+,UC,1,R/L,   ,3,Y,,,+740-904-240+,,
317,Harappa,F,,,,,,4556,Af97,556,,,,,notched oval,-5.25,,TAB:B,White,0.65,0.4,,16.51,10.16,0,0,Steatite,,Poor,complete,None,None,,2,,VN,1,R/L,  ,2,Y,,,+700-032+,UC,1,R/L,   ,3,Y,,,+400-226-032+,,
318,Harappa,F,,,,,,4171,Ai16,171,,,,,square,-2.0,,SEAL:S,White,1.15,1.15,,29.21,29.21,0,0,Steatite,,Poor,complete,SAN,Bull1:W,,1,,SS,1,R/L,  ,2,Y,Linear,Equal,+220-016+,Bull1,Bull1,Bull1:W:c,R,SAN,Y,,
319,Harappa,AB,,,,,,4296,B191,296,,,Stratum V,,rectangular,-20.0,,SEAL:R,Yellow,1.25,0.5,,31.75,12.7,0,0,Steatite,,Good,complete,None,None,,1,,SC,1,R/L,      ,6,Y,Linear,Equal,+400-255-400-165-900-001+,,
320,Harappa,,,,,,,4599,B951,599,,,Stratum IV,,,-8.0,,MISC,Red,8.5,5.25,3.25,215.9,133.35,82.55,0,Stone,,Poor,complete,None,None,,1,,SC,1,R/L,     ,5,Y,,,+820-595-032-115-550+,,
321,Unknown,,,,,,<  ,0,,,,,,,square,,,SEAL:S,,,,,0,0,0,0,,National Museum Delhi,Fair,complete,RBF,Bull1:J,https://www.harappa.com/blog/national-museum-delhi: Photo by Omar Khan, March 7, 2019.,1,,SP,1,R/L,     ,5,Y,,Adapted,+090-740-103-741-066+,Bull1:J,Bull1,Bull1:J:cn,R,RBF,Y,,
322,Harappa,G,,,AN40/25,,,4015,G217,015,,,Stratum II,,square,-3.0,,SEAL:S,White,1.2,1.2,,30.48,30.48,0,0,Steatite,,Poor,complete,SAN,Bull1:W,,1,,PP,1,R/L,      ,6,Y,Linear,Equal,+520-033-706-231-415-803+,Bull1:W,Bull1,Bull1:W:c,R,SAN,Y,,
323,Harappa,,,,,,,4835,G267,748,,,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,Vats CIII:035,1,,UC,1,R/L,  ,2,?,,,]002-861[,,
324,Harappa,,,,,,,-1,H86-5132,Figure 36.07,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,B/C,,cylindrical,,circular,TAB:B,,,,,0,0,0,0,Faience,,Poor,fragment,?AN,None,,1,,UC,1,R/L,   ,3,N,,,+400-740-000[,,,,,?AN,N,,
325,Harappa,E,,Trench 11,,,<  ,-1,H96-6952-33,Figure 74.03,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,??,1,R/L,  ,2,N,,,+740-000+,,
326,Harappa,F,,Trench 37,,,<  ,-1,H96-7259-18,Figure 74.01,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,NU,1,, ,1,Y,Indefinable,Indefinable,+032+,,
327,Harappa,E,,Trench 11W,,,,-1,H97-5131,Figure 74.04,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,,,,,,POT:T:g,Red,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,UC,1,, ,1,Y,Indefinable,Indefinable,+740+,,
328,Harappa,,,,,,<  ,-1,H97-6199-80,Figure 74.05,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,,,,,,POT:T:g,Red,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,NU,1,, ,1,Y,Indefinable,Indefinable,+032+,,
329,Harappa,E,,Trench 11,,,<  ,-1,H99-4548,Figure 68.07,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,UC,1,R/L,  ,2,?,,Unequal,]155-033+,,
330,Harappa,AB,,Trench 39N,,,<  ,-1,H99-4552,Figure 49.01,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,2,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,UC,1,, ,1,Y,Indefinable,Indefinable,+700+,,
331,Harappa,AB,,Trench 39N,,,,-1,H99-4558,Figure 49.03,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,2,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,NU,1,, ,1,Y,Indefinable,Indefinable,+031+,,
332,Harappa,F,,Trench 43,,,<  ,-1,H99-8780-74,Figure 53.09,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,NU,1,, ,1,Y,Indefinable,Indefinable,+032+,,
333,Harappa,E,,Trench 11,,,<  ,-1,H99-8853-38,Figure 69.02,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,C,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,NU,1,, ,1,Y,Indefinable,Indefinable,+032+,,
334,Harappa,E,,Trench 11,,,<  ,-1,H99-8857-10,Figure 67.04,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,NU,1,, ,1,Y,Indefinable,Indefinable,+034+,,
335,Harappa,E,,Trench 11,,,<  ,-1,H99-8859-11,Figure 68.06,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,UC,1,, ,1,Y,Indefinable,Indefinable,+550+,,
336,Harappa,E,,Trench 11,,,<  ,-1,H99-8859-50,Figure 69.08,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,UC,1,, ,1,Y,Indefinable,Indefinable,+705+,,
337,Harappa,E,,Trench 11,,,<  ,-1,H99-8864-75,Figure 67.05,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,NU,1,, ,1,Y,Indefinable,Indefinable,+033+,,
338,Harappa,E,,Trench 11,,,<  ,-1,H99-8885-02,Figure 68.13,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,,,,,,POT:T:g,Red,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,UC,1,R/L,    ,4,N,,,+740-000-090-400+,,
339,Harappa,E,,Trench 11,,,<  ,-1,H99-8890-91,Figure 67.01,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,UC,1,, ,1,Y,Indefinable,Indefinable,+001+,,
340,Harappa,E,,Trench 11,,,<  ,-1,H99-8890-92,Figure 67.06,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,UC,1,, ,1,Y,Indefinable,Indefinable,+001+,,
341,Harappa,F,,Trench 41,,,<  ,-1,H99-9108-56,57,Figure 75.14,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,,,,,,POT:T:g,Red,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,UC,1,, ,1,Y,Indefinable,Indefinable,+002+,,
342,Harappa,F,,Trench 41,,,<  ,-1,H99-9201-25,Figure 75.10,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,UC,1,, ,1,Y,Indefinable,Indefinable,+002+,,
343,Harappa,F,,Trench 43,,,<  ,-1,H99-9702-72,Figure 52.02,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,C,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,NU,1,, ,1,Y,Indefinable,Indefinable,+032+,,
344,Harappa,F,,Trench 43,,,<  ,-1,H99-9722-35,Figure 53.03,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,NU,1,, ,1,Y,Indefinable,Indefinable,+004+,,
345,Harappa,F,,Trench 43,,,<  ,-1,H99-9778-40,Figure 54.02,Harappa Archaeological Research Project, Harappa Excavations 2000 and 2001Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightDecember 2001,3,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,NU,1,, ,1,Y,Indefinable,Indefinable,+003+,,
